(39.20939302444458, 24.1663)
(40.21168851852417, 24.2976)
(41.21388030052185, 24.2319)
(42.21598672866821, 24.1663)
(43.21814680099487, 24.2538)
(44.22031331062317, 24.2101)
(45.22246551513672, 24.2976)
(46.22548270225525, 24.2538)
(47.22763514518738, 24.1444)
(48.229785680770874, 24.1882)
(49.23194980621338, 24.2101)
(50.23417115211487, 24.2538)
(51.236329078674316, 24.2101)
(52.238481283187866, 24.1224)
(53.24063277244568, 24.2319)
(54.24277424812317, 24.1663)
(55.245078563690186, 24.2538)
(56.24715209007263, 24.3414)
(57.24926567077637, 24.1663)
(58.251423358917236, 24.1882)
(59.25365352630615, 24.2319)
(60.255879402160645, 24.2319)
(61.258073806762695, 24.2758)
(62.26023602485657, 24.2319)
(63.262394428253174, 24.1663)
(64.26457524299622, 24.3414)
(65.26701068878174, 24.2538)
(66.26978325843811, 24.3196)
(67.27213215827942, 24.1444)
(68.27449250221252, 24.2758)
(69.2768440246582, 24.3414)
(70.27919936180115, 24.2101)
(71.28156685829163, 24.2538)
(72.2839720249176, 24.2319)
(73.285959482193, 24.3196)
(74.28816342353821, 24.2101)
(75.2905261516571, 24.3414)
(76.29292607307434, 24.2758)
(77.29541659355164, 24.3414)
(78.29780960083008, 24.2319)
(79.30012226104736, 24.2538)
(80.30245876312256, 24.2976)
(81.30481171607971, 24.2319)
(82.30723285675049, 24.2101)
(83.30964422225952, 24.3414)
(84.31199240684509, 24.2758)
(85.31417059898376, 24.1882)
(86.31632661819458, 24.1882)
(87.3188943862915, 24.2319)
(88.32108211517334, 24.2319)
(89.32328963279724, 24.2538)
(90.32552433013916, 24.2101)
(91.32767939567566, 24.2538)
(92.32988739013672, 24.1882)
(93.33221101760864, 24.2319)
(94.33438849449158, 24.2101)
(95.33656096458435, 24.1444)
(96.33882141113281, 24.2758)
(97.34098720550537, 24.2538)
(98.34324717521667, 24.2538)
(99.34553599357605, 24.1444)
(100.34774422645569, 24.3196)
(101.34997224807739, 24.3853)
(102.35212397575378, 24.1444)
(103.35428643226624, 24.2538)
(104.35647439956665, 24.2538)
(105.35866236686707, 24.1224)
(106.36087012290955, 24.2538)
(107.36388230323792, 24.1224)
(108.36603808403015, 24.2758)
(109.36820125579834, 24.2758)
(110.37040901184082, 24.2758)
(111.37267351150513, 24.1444)
(112.37482357025146, 24.2976)
(113.3769793510437, 24.2101)
(114.37915873527527, 24.2101)
(115.38141942024231, 24.2101)
(116.3836510181427, 24.1882)
(117.38580012321472, 24.3414)
(118.38810443878174, 24.2976)
(119.39027261734009, 24.2538)
(120.39251255989075, 24.2538)
(121.39470720291138, 24.2976)
(122.39684128761292, 24.1882)
(123.39899373054504, 24.2101)
(124.40114712715149, 24.2538)
(125.40333461761475, 24.2538)
(126.40551519393921, 24.2101)
(127.4076635837555, 24.3414)
(128.40972065925598, 24.2101)
(129.41190147399902, 24.2758)
(130.41482424736023, 24.2101)
(131.41829538345337, 24.3414)
(132.42046880722046, 24.3414)
(133.42271757125854, 24.2976)
(134.42504930496216, 24.2319)
(135.4272918701172, 24.1224)
(136.4297308921814, 24.2538)
(137.43212294578552, 24.2319)
(138.4345679283142, 24.2976)
(139.43692111968994, 24.2538)
(140.4392671585083, 24.2976)
(141.44162821769714, 24.1224)
(142.44409704208374, 24.2101)
(143.44631361961365, 24.2319)
(144.44851899147034, 24.1882)
(145.4507131576538, 24.2538)
(146.45291090011597, 24.3414)
(147.4616105556488, 24.2538)
(148.4638192653656, 24.2976)
(149.46589541435242, 24.3414)
(150.4681634902954, 24.2319)
(151.470365524292, 24.3414)
(152.47266674041748, 24.2319)
(153.47491264343262, 24.2319)
(154.47727155685425, 24.3414)
(155.4794797897339, 24.2319)
(156.48174357414246, 24.1444)
(157.48419332504272, 24.3414)
(158.4864146709442, 24.2976)
(159.492693901062, 24.1444)
(160.49503755569458, 24.2538)
(161.497300863266, 24.2538)
(162.49952387809753, 24.3414)
(163.50597381591797, 24.2538)
(164.5085210800171, 24.2976)
(165.5166425704956, 24.2101)
(166.5189287662506, 24.2758)
(167.52113842964172, 24.3414)
(168.52348113059998, 24.2976)
(169.52574133872986, 24.2758)
(170.53224444389343, 24.3414)
(171.5356764793396, 24.2538)
(172.53798747062683, 24.2538)
(173.5403437614441, 24.2538)
(174.54272723197937, 24.3196)
(175.5449619293213, 24.2101)
(177.5680389404297, 24.2101)
