(3.7126359939575195, 35.8876)
(4.715245246887207, 36.0125)
(5.717456817626953, 35.9874)
(6.719638824462891, 36.0125)
(7.72186541557312, 36.0624)
(8.724101066589355, 35.9874)
(9.726333618164062, 36.0125)
(10.728536605834961, 36.0624)
(11.730766296386719, 35.9126)
(12.733062744140625, 35.9874)
(13.735400915145874, 35.9874)
(14.737793922424316, 36.0125)
(15.739993572235107, 36.1124)
(16.742222785949707, 35.9624)
(17.744270086288452, 36.0125)
(18.746561527252197, 36.1876)
(19.748770713806152, 36.0374)
(20.750990629196167, 36.0374)
(21.753212451934814, 35.9874)
(22.755529403686523, 35.8627)
(23.757758140563965, 35.9375)
(24.76107621192932, 35.9126)
(25.763354778289795, 35.7878)
(26.76500391960144, 35.7878)
(27.76725959777832, 35.7133)
(28.769803285598755, 35.8376)
(29.772063732147217, 35.7878)
(30.774288654327393, 35.7133)
(31.776537895202637, 35.6884)
(32.7786922454834, 35.589)
(33.780967473983765, 35.6884)
(34.783284425735474, 35.6635)
(35.78549122810364, 35.5145)
(36.78772830963135, 35.5145)
(37.789926528930664, 35.4896)
(38.79214096069336, 35.5641)
(39.79435086250305, 35.4402)
(40.796565532684326, 35.4154)
(41.798821687698364, 35.3906)
(42.801037311553955, 35.5393)
(43.803210496902466, 35.589)
(44.80531358718872, 35.465)
(45.80815768241882, 35.4896)
(46.81044149398804, 35.4896)
(47.81271171569824, 35.5145)
(48.8147029876709, 35.4402)
(49.81694436073303, 35.3906)
(50.81920337677002, 35.4154)
(51.82149338722229, 35.4402)
(52.823777198791504, 35.4896)
(53.82599329948425, 35.3906)
(54.82823324203491, 35.4154)
(55.830448627471924, 35.3906)
(56.83276963233948, 35.3906)
(57.835015296936035, 35.3906)
(58.8372757434845, 35.4154)
(59.839491844177246, 35.3164)
(60.84170866012573, 35.3164)
(61.844085931777954, 35.3164)
(62.84697341918945, 35.2423)
(63.849825620651245, 35.2917)
(64.85266923904419, 35.267)
(65.8539686203003, 35.193)
(66.85678887367249, 35.2175)
(67.85969829559326, 35.2175)
(68.86259770393372, 35.2175)
(69.86486458778381, 35.1682)
(70.86701321601868, 35.2175)
(71.86923456192017, 35.1189)
(72.87150382995605, 35.1682)
(73.87380027770996, 35.1189)
(74.87603425979614, 35.1437)
(75.87825894355774, 35.045)
(76.88050723075867, 35.1437)
(77.88264799118042, 35.267)
(78.88490438461304, 35.0205)
(79.88711738586426, 35.0205)
(80.88933396339417, 35.0944)
(81.89155459403992, 35.1189)
(82.89383912086487, 35.1189)
(83.89606070518494, 35.0944)
(84.89826679229736, 35.045)
(85.90052390098572, 35.1682)
(86.90256452560425, 35.0205)
(87.90469551086426, 35.0697)
(88.90688443183899, 35.1437)
(89.9091124534607, 35.0697)
(90.9113302230835, 35.0697)
(91.91358351707458, 35.0944)
(92.91569423675537, 34.9957)
(93.91786503791809, 34.922)
(94.92009019851685, 35.045)
(95.92234826087952, 35.0944)
(96.92459630966187, 35.0944)
(97.92686128616333, 35.1437)
(98.92909026145935, 35.0944)
(99.93146228790283, 34.9712)
(100.93403339385986, 35.0944)
(101.94445133209229, 35.0697)
(102.9468183517456, 35.0697)
(103.94906759262085, 35.1437)
(104.95134115219116, 35.0944)
(105.95367288589478, 35.2175)
(106.95589470863342, 35.193)
(107.95808839797974, 35.0944)
(108.96086621284485, 35.0944)
(109.96305918693542, 35.1437)
(110.96536064147949, 35.2423)
(111.96793913841248, 35.0944)
(112.97027730941772, 35.1189)
(113.97243404388428, 35.0944)
(114.97432684898376, 35.1682)
(115.97644233703613, 35.2175)
(116.97870135307312, 35.267)
(117.98096132278442, 35.1682)
(118.98314476013184, 35.193)
(119.9850721359253, 35.2175)
(120.98722910881042, 35.1682)
(121.98943543434143, 35.1682)
(122.99164772033691, 35.2423)
(123.99393963813782, 35.3164)
(124.99619269371033, 35.1437)
(125.99840545654297, 35.0944)
(127.00062036514282, 35.193)
(128.00282955169678, 35.2423)
(129.00411176681519, 35.2917)
(130.00638151168823, 35.2917)
(131.00859212875366, 35.3164)
(132.01087880134583, 35.3164)
(133.01338648796082, 35.2423)
(134.0156581401825, 35.2917)
(135.0179250240326, 35.045)
(136.0200982093811, 35.2175)
(137.02220821380615, 35.267)
(138.024423122406, 35.0944)
(139.0266444683075, 35.0697)
(140.02882480621338, 35.045)
(141.03102016448975, 35.045)
(142.03327822685242, 34.9957)
(143.035493850708, 34.8975)
(144.03779458999634, 34.9957)
(145.04002952575684, 34.9957)
(146.04225945472717, 35.0205)
(147.0443823337555, 35.0205)
(148.04658389091492, 34.9467)
(149.04876112937927, 34.922)
(150.05093598365784, 34.8975)
(151.05318331718445, 34.9712)
(152.05548095703125, 34.8975)
(153.05772018432617, 34.9957)
(154.0600085258484, 34.9712)
(155.0622832775116, 35.0205)
(156.06416201591492, 34.922)
(157.06641817092896, 34.8729)
(158.06867861747742, 34.8729)
(159.07085132598877, 34.7504)
(160.07313108444214, 34.8239)
(161.07541680335999, 34.922)
(162.07768392562866, 34.8975)
(163.0799651145935, 34.7258)
(164.0821897983551, 34.7258)
(165.0845673084259, 34.7993)
(166.08684754371643, 34.7993)
(167.0891306400299, 34.7258)
(168.09135627746582, 34.7258)
(169.09364318847656, 34.7504)
(170.0958650112152, 34.7258)
(171.09808945655823, 34.7258)
(172.10033988952637, 34.7748)
(173.10259580612183, 34.7258)
(174.10482358932495, 34.8239)
(175.10712027549744, 34.7258)
(176.10937428474426, 34.7748)
(177.11159825325012, 34.7013)
(178.11391735076904, 34.7013)
(179.1161665916443, 34.7013)
(180.11843037605286, 34.7013)
(181.120676279068, 34.7748)
(182.1229226589203, 34.8484)
(183.125150680542, 34.6523)
(184.12740540504456, 34.7013)
(185.1296956539154, 34.6034)
(186.13193011283875, 34.7013)
(187.13418197631836, 34.7013)
(188.13649559020996, 34.7748)
(189.13872909545898, 34.7748)
(190.1409912109375, 34.7993)
(191.14328575134277, 34.7013)
(192.14552569389343, 34.6523)
(193.14784049987793, 34.6278)
(194.15009713172913, 34.6768)
(195.1523630619049, 34.7013)
(196.15464568138123, 34.6768)
(197.1568284034729, 34.579)
(198.1590757369995, 34.5546)
(199.1613597869873, 34.8239)
(200.16367077827454, 34.7748)
(201.16591787338257, 34.8239)
(202.16822719573975, 34.7504)
(203.17053127288818, 34.7993)
(204.17277336120605, 34.7993)
(205.1751401424408, 34.7504)
(206.17736983299255, 34.7748)
(207.17971301078796, 34.7258)
(208.1820297241211, 34.7993)
(209.18428301811218, 34.922)
(210.18660044670105, 34.8729)
(211.18888974189758, 34.7993)
(212.19115328788757, 34.6523)
(213.19344806671143, 34.8484)
(214.19575476646423, 34.7013)
(215.1980390548706, 34.8239)
(216.20022821426392, 34.922)
(217.20246171951294, 34.8484)
(218.20470905303955, 34.7504)
(219.20692658424377, 34.7993)
(220.20918440818787, 34.8484)
(221.21141958236694, 34.7993)
(222.2136950492859, 34.8729)
(223.21595191955566, 34.9467)
(224.21816873550415, 34.8484)
(225.22046995162964, 34.8239)
(226.22273588180542, 34.922)
(227.22496962547302, 34.8239)
(228.22724103927612, 34.8975)
(229.22951006889343, 34.8975)
(230.23173475265503, 34.922)
(231.23409056663513, 34.9712)
(232.23634219169617, 34.8484)
(233.23859548568726, 34.8975)
(234.24083018302917, 34.922)
(235.24308013916016, 34.8975)
(236.2457525730133, 34.8975)
(237.2479407787323, 34.9957)
(238.2501769065857, 34.922)
(239.25243186950684, 34.9957)
(240.2546525001526, 34.9467)
(241.25694036483765, 34.9467)
(242.2591621875763, 34.9957)
(243.26140713691711, 34.9712)
(244.26371502876282, 35.0205)
(245.2659409046173, 35.0205)
(246.26820755004883, 34.9957)
(247.27045154571533, 34.9712)
(248.2726855278015, 34.9957)
(249.27490210533142, 34.9957)
(250.2771110534668, 34.9712)
(251.27933406829834, 34.9957)
(252.28152132034302, 35.0944)
(253.2838008403778, 34.9957)
(254.28604197502136, 35.0944)
(255.28830790519714, 35.0697)
